Timestamp,Age,Income,Criminal Record,Release Date,Paid,Payment Date,Status,Comment
2025-04-05T08:22:06.199045,12,9999999999,False,,True,2025-04-05,Loan Denied,- Do your parents know you're making financial decisions?
2025-04-05T08:22:35.013636,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T08:51:20.625260,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T08:52:25.109761,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T08:52:28.730808,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T08:52:39.629437,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T08:57:00.543355,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T08:59:28.186002,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T09:00:15.362256,30,900,False,,True,2025-04-05,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T09:01:41.731097,99,99999999999999,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T09:05:14.987069,999,99999999999,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T09:23:48.539336,999,999999999,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T09:24:28.999359,9999999999999999,10000,False,,True,2025-04-04,Pending,- Late Fees Applied! Better late than never... but it'll cost you.
2025-04-05T09:24:47.298667,9999999999999999,100000,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:03:16.527427,9999999,10000,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:03:39.372365,9999999,10000,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:03:57.279280,9999999999,99999999999,False,,True,2025-04-04,Pending,- Late Fees Applied! Better late than never... but it'll cost you.
2025-04-05T10:04:13.178548,9999999999,99999999999,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:04:34.463453,9999999999,99999999999,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:04:46.957900,9999999999,9999999999,False,,True,2025-04-04,Pending,- Late Fees Applied! Better late than never... but it'll cost you.
2025-04-05T10:05:05.609720,231312313132,43243243243,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:06:02.739581,99999,100,False,,True,2025-04-04,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T10:06:22.385528,90000000,900000,False,,True,2025-04-05,Approved,"- You probably have a yacht, but we're still not impressed."
2025-04-05T10:09:54.921314,90000000,900000,False,,True,2025-04-05,Pending,"- 90000000? Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:10:02.268070,90000000,900000,False,,True,2025-04-05,Pending,"- 90000000? Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:10:19.588154,10,456745679,False,,True,2025-04-05,Loan Denied,- 10? Do your parents know you're making financial decisions?
2025-04-05T10:10:37.334468,10,456745679,False,,True,2025-04-05,Loan Denied,- 10 years old ? Do your parents know you're making financial decisions?
2025-04-05T10:10:59.458575,10,2372378913789712893,False,,True,2025-04-05,Loan Denied,- 10 years old ? Do your parents know you're making financial decisions?
2025-04-05T10:11:24.280289,9999999999,99999999999,False,,True,2025-04-04,Pending,"- 9999999999? Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:11:55.241041,9999999999,99999999999,False,,True,2025-04-04,Pending,"- 9999999999? wai... Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:12:10.243949,999999999,999999999,False,,True,2025-04-04,Pending,"- 999999999? wai... Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:12:20.642443,999999999,999999999,False,,True,2025-04-04,Pending,"- 999999999? wait.. . Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:12:41.246352,999,10,False,,True,2025-04-04,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T10:13:16.802776,1111111111,10,False,,True,2025-04-04,Loan Denied,"- This isn't a charity, buddy."
2025-04-05T10:13:32.473220,111111111,237837983729371873189,False,,True,2025-04-04,Pending,"- 111111111 years old? wait.. . Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:14:07.207726,111111111,237837983729371873189,False,,True,2025-04-04,Pending,"Wait.. . 111111111 years old? Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:14:25.552193,900,250000000,False,,True,2025-04-04,Pending,"Wait.. . 900 years old? Vampires again? No. Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:15:03.214651,900,250000000,False,,True,2025-04-04,Pending,"Wait.. . 900 years old? Are Vampires.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: denied!"
2025-04-05T10:15:27.355156,900,250000000,False,,True,2025-04-04,Pending,"Wait.. . 900 years old? Are Vampires.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T10:15:51.025542,50,999999999,True,2025-04-05,True,,Loan Denied,- Loan Denied - Payment status unclear. Try again next time.
2025-04-05T10:17:46.307803,30,900000,True,2025-04-04,True,2025-04-04,Loan Denied,"- You're still on probation, buddy."
2025-04-05T10:24:09.105494,30,900000,True,2025-04-04,True,2025-04-04,Loan Denied,"- You're still on probation, buddy."
2025-04-05T10:24:40.542900,10,9000000000000000,False,,True,2025-04-04,Loan Denied,- 10 years old ? Do your parents know you're making financial decisions?
2025-04-05T10:30:17.947148,10,9000000000000000,False,,True,2025-04-04,Loan Denied,- 10 years old ? Do your parents know you're making financial decisions?
2025-04-05T10:30:46.346509,3000000000000000000000000000,999999999999999999999999,False,,True,2025-04-04,Pending,"Wait.. . 3000000000000000000000000000 years old? Are Vampires.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T10:31:38.067257,10,10,False,,True,2025-04-04,Loan Denied,- 10 years old ? Do your parents know you're making financial decisions?
2025-04-05T11:26:49.848562,40,200000,False,,True,2025-04-04,Pending,- Late Fees Applied! Better late than never... but it'll cost you.
2025-04-05T11:27:21.420902,20,5000000,False,,True,2025-02-10,Loan Denied,- Too many late payments. No loan for you!
2025-04-05T11:28:21.946816,20,5000000,False,,True,2025-02-10,Loan Denied,- Too many late payments. No loan for you!
2025-04-05T11:28:38.205150,20,2000000000,False,,True,2025-04-04,Pending,- Late Fees Applied! Better late than never... but it'll cost you.
2025-04-05T11:29:11.326076,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:29:43.483414,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:29:53.538440,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:30:03.817034,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:30:14.810094,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:30:32.943998,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:30:48.897420,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:30:55.714367,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:31:09.865900,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:31:17.708128,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:31:31.268682,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:31:39.252646,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:31:57.806048,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:32:04.409015,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:32:20.772590,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:32:29.208088,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:32:43.643778,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:33:21.011793,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:33:46.488152,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:34:01.357292,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:34:22.403944,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:34:52.325256,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:35:03.259753,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:35:16.327873,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:35:33.137153,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:36:24.433069,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:36:34.517012,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:36:44.663272,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:36:55.357877,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:37:11.218175,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:37:19.358108,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:39:08.685468,20,9000000,False,,True,2025-04-05,Pending,"- High risk, You're young and reckless, good luck!"
2025-04-05T11:39:33.475866,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are Vampires.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:40:17.080060,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampires.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:43:15.517847,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:43:58.504500,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:44:12.442451,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:44:38.054582,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:46:18.982599,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:46:36.455302,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:46:47.915118,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:47:39.152806,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:48:00.670299,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:48:38.034636,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:49:02.387214,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:49:25.455929,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:51:51.575880,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:52:22.683190,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:52:32.247611,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:52:54.457771,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:53:25.936229,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:53:36.676054,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:53:56.154044,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:54:03.629310,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:54:14.645872,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:54:34.190239,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:54:42.224379,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:55:05.891891,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:55:22.150553,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:55:40.653908,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:56:12.207880,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:56:28.473725,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:56:51.809097,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:57:14.340499,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:57:25.201823,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:57:40.004519,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:58:56.257956,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
2025-04-05T11:59:26.143653,9847894894698698,326362873621783638729381,False,,True,2025-04-05,Pending,"Wait.. . 9847894894698698 years old? Are you Vampire.. .Look, if our security cameras can't see you, we don't lend to vampires. They're night owls, and our office closes at 5. Anyway: Denied!"
